EXPEDIENTE,NRO_EXPEDIENTE,AÑO_EXPEDIENTE,DESCRIPCION_VARIABLE,DESCRIPCION_VARIABLE_DESTINO,ACTO_PROCESAL,FECHA_REGISTRO,PROCESO,MATERIA,SUB ESPECIALIDAD,MES,JUZGADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01602-2025-0-2301-JR-LA-04,1602,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,29/01/2026 17:56,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01181-2025-0-2301-JR-LA-04,1181,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 12:08,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01740-2025-0-2301-JR-LA-04,1740,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,16/01/2026 11:34,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01314-2025-0-2301-JR-LA-04,1314,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,27/01/2026 18:13,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01921-2025-0-2301-JR-LA-04,1921,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:22,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01912-2025-0-2301-JR-LA-04,1912,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,23/01/2026 18:03,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00020-2026-0-2301-JR-LA-04,20,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,22/01/2026 16:25,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01204-2025-0-2301-JR-LA-04,1204,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,16/01/2026 16:05,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01631-2025-0-2301-JR-LA-04,1631,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,26/01/2026 16:37,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01673-2025-0-2301-JR-LA-04,1673,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,16/01/2026 11:34,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00093-2025-0-2301-JR-LA-04,93,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,27/01/2026 15:38,ORDINARIO,DECLARACIÓN DE INEFICACIA DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01763-2025-0-2301-JR-LA-04,1763,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,16/01/2026 16:06,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01821-2025-0-2301-JR-LA-04,1821,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,16/01/2026 16:06,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01555-2025-0-2301-JR-LA-04,1555,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 17:57,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01700-2025-0-2301-JR-LA-04,1700,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,12/01/2026 16:30,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01335-2025-0-2301-JR-LA-04,1335,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA IMPROCEDENTE,20/01/2026 16:38,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01704-2025-0-2301-JR-LA-04,1704,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 11:22,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01878-2025-0-2301-JR-LA-04,1878,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 09:52,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01656-2025-0-2301-JR-LA-01,1656,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,21/01/2026 15:47,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01716-2025-0-2301-JR-LA-03,1716,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,26/01/2026 16:33,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01714-2025-0-2301-JR-LA-04,1714,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:36,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01854-2025-0-2301-JR-LA-04,1854,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:51,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01817-2025-0-2301-JR-LA-04,1817,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:36,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01861-2025-0-2301-JR-LA-04,1861,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,26/01/2026 16:33,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01782-2025-0-2301-JR-LA-04,1782,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,26/01/2026 16:43,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01660-2025-0-2301-JR-LA-01,1660,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:35,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01712-2025-0-2301-JR-LA-04,1712,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:37,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01905-2025-0-2301-JR-LA-04,1905,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,26/01/2026 16:33,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01747-2025-0-2301-JR-LA-04,1747,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,15/01/2026 16:36,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
